KEGG_ID	KEGG_Name	methods	BLCA	KICH	PRAD	BRCA	KIRC	READ	COAD	STAD	LIHC	THCA	LUAD	UCEC	HNSC	LUSC	CESC	CHOL	metaz
hsa05204	Chemical carcinogenesis - DNA adducts	ORA	0	3.249574008	2.65843057	0	0	1.648747029	3.845985112	0	7.213287357	0	0	0	2.617618942	0	0	4.938121371	6.542941097
hsa05205	Proteoglycans in cancer	ORA	2.491109138	1.925765464	2.837713831	2.629277701	2.016420675	3.130131822	2.785350685	0	0	0	0	4.18987222	0	1.660838268	2.29789491	0	6.491093679
hsa05206	MicroRNAs in cancer	ORA	3.639397285	0	1.734160535	3.071227846	0	3.225936288	2.910406442	2.430843208	2.5365945	0	2.544252097	3.639792961	0	2.797203371	4.340100483	2.22946293	8.774844486
hsa05207	Chemical carcinogenesis - receptor activation	ORA	0	3.046277551	1.90935638	3.071227846	0	3.667099582	4.572746466	2.288522911	3.291710994	0	1.948343241	0	2.566628109	1.892226341	0	2.311168299	7.64132693
hsa05208	Chemical carcinogenesis - reactive oxygen species	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05210	Colorectal cancer	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05211	Renal cell carcinoma	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05214	Glioma	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05215	Prostate cancer	ORA	0	0	0	2.279629697	0	0	0	0	0	0	0	0	0	0	0	0	0.569907424
hsa05216	Thyroid cancer	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05219	Bladder cancer	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05221	Acute myeloid leukemia	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05222	Small cell lung cancer	ORA	0	0	0	1.949573913	0	0	0	0	2.246660826	2.119025537	0	0	2.182508288	0	0	2.542259069	2.760006908
hsa05223	Non-small cell lung cancer	ORA	0	0	0	1.763657172	0	0	0	0	0	0	0	0	0	0	0	0	0.440914293
hsa05224	Breast cancer	ORA	0	0	0	2.272868003	0	0	2.033130395	0	0	0	0	1.754584561	0	0	0	0	1.51514574
hsa05225	Hepatocellular carcinoma	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05226	Gastric cancer	ORA	1.884444178	0	0	1.850004919	0	0	2.49275543	0	0	0	0	2.488111294	0	0	1.71040074	0	2.60642914
hsa05230	Central carbon metabolism in cancer	ORA	0	0	0	0	2.690823797	0	0	0	0	0	0	0	0	0	0	1.733970046	1.106198461
hsa05231	Choline metabolism in cancer	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
